Started at 2014-07-30 19:56:09

Inserted: 10 Things I Hate About You, 2 seasons, 27 chapters, http://subtitulos.es/show/317 absolute url, http://subtitulos.es/10-things-i-hate-about-you/ base url.
Inserted: Braquo, 2 seasons, 16 chapters, http://subtitulos.es/show/871 absolute url, http://subtitulos.es/braquo/ base url.
Inserted: Breaking Bad, 5 seasons, 62 chapters, http://subtitulos.es/show/198 absolute url, http://subtitulos.es/breaking-bad/ base url.
Inserted: Breaking Bad Minisodes, 1 seasons, 5 chapters, http://subtitulos.es/show/657 absolute url, http://subtitulos.es/breaking-bad-minisodes/ base url.
Inserted: Breaking In, 2 seasons, 14 chapters, http://subtitulos.es/show/899 absolute url, http://subtitulos.es/breaking-in/ base url.
Inserted: Breakout Kings, 2 seasons, 22 chapters, http://subtitulos.es/show/863 absolute url, http://subtitulos.es/breakout-kings/ base url.
Inserted: Breathless, 1 seasons, 6 chapters, http://subtitulos.es/show/1863 absolute url, http://subtitulos.es/breathless/ base url.
Inserted: Brickleberry, 2 seasons, 20 chapters, http://subtitulos.es/show/1478 absolute url, http://subtitulos.es/brickleberry/ base url.
Inserted: Brimstone, 1 seasons, 1 chapters, http://subtitulos.es/show/266 absolute url, http://subtitulos.es/brimstone/ base url.
Inserted: Britannia High, 1 seasons, 3 chapters, http://subtitulos.es/show/111 absolute url, http://subtitulos.es/britannia-high/ base url.
Inserted: Broad City, 1 seasons, 10 chapters, http://subtitulos.es/show/1957 absolute url, http://subtitulos.es/broad-city/ base url.
Inserted: Broadchurch, 1 seasons, 8 chapters, http://subtitulos.es/show/1639 absolute url, http://subtitulos.es/broadchurch/ base url.
Inserted: Bron/Broen (The Bridge, 2011), 2 seasons, 20 chapters, http://subtitulos.es/show/1365 absolute url, http://subtitulos.es/bron/broen-(the-bridge,-2011)/ base url.
Inserted: Brooklyn Nine Nine, 1 seasons, 22 chapters, http://subtitulos.es/show/1826 absolute url, http://subtitulos.es/brooklyn-nine-nine/ base url.
Inserted: Brotherhood, 3 seasons, 29 chapters, http://subtitulos.es/show/115 absolute url, http://subtitulos.es/brotherhood/ base url.
Inserted: Brothers and Sisters, 4 seasons, 71 chapters, http://subtitulos.es/show/44 absolute url, http://subtitulos.es/brothers-and-sisters/ base url.
Inserted: Buffy the Vampire Slayer, 1 seasons, 2 chapters, http://subtitulos.es/show/1418 absolute url, http://subtitulos.es/buffy-the-vampire-slayer/ base url.
Inserted: Bullet in the Face, 1 seasons, 6 chapters, http://subtitulos.es/show/1415 absolute url, http://subtitulos.es/bullet-in-the-face/ base url.
Inserted: Bunheads, 1 seasons, 18 chapters, http://subtitulos.es/show/1347 absolute url, http://subtitulos.es/bunheads/ base url.
Inserted: Burn Notice, 6 seasons, 98 chapters, http://subtitulos.es/show/75 absolute url, http://subtitulos.es/burn-notice/ base url.
Inserted: By Any Means, 1 seasons, 6 chapters, http://subtitulos.es/show/1829 absolute url, http://subtitulos.es/by-any-means/ base url.
Inserted: Californication, 7 seasons, 83 chapters, http://subtitulos.es/show/15 absolute url, http://subtitulos.es/californication/ base url.
Inserted: Call me Fitz, 3 seasons, 31 chapters, http://subtitulos.es/show/727 absolute url, http://subtitulos.es/call-me-fitz/ base url.
Inserted: Call The Midwife, 3 seasons, 24 chapters, http://subtitulos.es/show/1223 absolute url, http://subtitulos.es/call-the-midwife/ base url.
Inserted: Camelot, 1 seasons, 10 chapters, http://subtitulos.es/show/856 absolute url, http://subtitulos.es/camelot/ base url.
Inserted: Camp, 1 seasons, 10 chapters, http://subtitulos.es/show/1760 absolute url, http://subtitulos.es/camp/ base url.
Inserted: Campus, 1 seasons, 2 chapters, http://subtitulos.es/show/893 absolute url, http://subtitulos.es/campus/ base url.
Inserted: Candy Cabs, 1 seasons, 2 chapters, http://subtitulos.es/show/895 absolute url, http://subtitulos.es/candy-cabs/ base url.
Inserted: Canterbury's Law, 1 seasons, 3 chapters, http://subtitulos.es/show/772 absolute url, http://subtitulos.es/canterbury's-law/ base url.
Inserted: Caprica, 1 seasons, 19 chapters, http://subtitulos.es/show/249 absolute url, http://subtitulos.es/caprica/ base url.
Inserted: Cardinal Burns, 1 seasons, 3 chapters, http://subtitulos.es/show/1902 absolute url, http://subtitulos.es/cardinal-burns/ base url.
Inserted: Carlos, 1 seasons, 3 chapters, http://subtitulos.es/show/817 absolute url, http://subtitulos.es/carlos/ base url.
Inserted: Carnivale, 1 seasons, 12 chapters, http://subtitulos.es/show/123 absolute url, http://subtitulos.es/carnivale/ base url.
Inserted: Case Histories , 2 seasons, 9 chapters, http://subtitulos.es/show/951 absolute url, http://subtitulos.es/case-histories-/ base url.
Inserted: Case Sensitive, 2 seasons, 4 chapters, http://subtitulos.es/show/926 absolute url, http://subtitulos.es/case-sensitive/ base url.
Inserted: Castle, 6 seasons, 128 chapters, http://subtitulos.es/show/203 absolute url, http://subtitulos.es/castle/ base url.
Inserted: Cat Shit One, 1 seasons, 1 chapters, http://subtitulos.es/show/653 absolute url, http://subtitulos.es/cat-shit-one/ base url.
Inserted: Catherine Tateâ€™s Nan, 1 seasons, 1 chapters, http://subtitulos.es/show/1929 absolute url, http://subtitulos.es/catherine-tateâ€™s-nan/ base url.
Inserted: Cedar Cove, 1 seasons, 13 chapters, http://subtitulos.es/show/1769 absolute url, http://subtitulos.es/cedar-cove/ base url.
Inserted: Chaos, 1 seasons, 13 chapters, http://subtitulos.es/show/887 absolute url, http://subtitulos.es/chaos/ base url.
Inserted: Chappelle's Show, 1 seasons, 1 chapters, http://subtitulos.es/show/1275 absolute url, http://subtitulos.es/chappelle's-show/ base url.
Inserted: Charlie's Angels, 1 seasons, 8 chapters, http://subtitulos.es/show/1072 absolute url, http://subtitulos.es/charlie's-angels/ base url.
Inserted: Chase, 1 seasons, 18 chapters, http://subtitulos.es/show/688 absolute url, http://subtitulos.es/chase/ base url.
Inserted: Chasing Life, 1 seasons, 8 chapters, http://subtitulos.es/show/2108 absolute url, http://subtitulos.es/chasing-life/ base url.
Inserted: Cheers, 1 seasons, 3 chapters, http://subtitulos.es/show/1045 absolute url, http://subtitulos.es/cheers/ base url.
Inserted: Chemistry, 1 seasons, 2 chapters, http://subtitulos.es/show/1034 absolute url, http://subtitulos.es/chemistry/ base url.
Inserted: Chicago Fire, 2 seasons, 46 chapters, http://subtitulos.es/show/1488 absolute url, http://subtitulos.es/chicago-fire/ base url.
Inserted: Chicago PD, 1 seasons, 15 chapters, http://subtitulos.es/show/1936 absolute url, http://subtitulos.es/chicago-pd/ base url.
Inserted: Chickens, 1 seasons, 6 chapters, http://subtitulos.es/show/1789 absolute url, http://subtitulos.es/chickens/ base url.
Inserted: Childrens Hospital, 5 seasons, 51 chapters, http://subtitulos.es/show/623 absolute url, http://subtitulos.es/childrens-hospital/ base url.
Inserted: Chosen, 3 seasons, 18 chapters, http://subtitulos.es/show/1684 absolute url, http://subtitulos.es/chosen/ base url.
Inserted: Chozen, 1 seasons, 4 chapters, http://subtitulos.es/show/1944 absolute url, http://subtitulos.es/chozen/ base url.
Inserted: Chuck, 5 seasons, 89 chapters, http://subtitulos.es/show/33 absolute url, http://subtitulos.es/chuck/ base url.
Inserted: Clash Of The Gods, 1 seasons, 10 chapters, http://subtitulos.es/show/643 absolute url, http://subtitulos.es/clash-of-the-gods/ base url.
Inserted: Classic Doctor Who, 19 seasons, 356 chapters, http://subtitulos.es/show/487 absolute url, http://subtitulos.es/classic-doctor-who/ base url.
Inserted: Cold Blood, 1 seasons, 1 chapters, http://subtitulos.es/show/1318 absolute url, http://subtitulos.es/cold-blood/ base url.
Inserted: Cold Case, 4 seasons, 48 chapters, http://subtitulos.es/show/81 absolute url, http://subtitulos.es/cold-case/ base url.
Inserted: Collision, 1 seasons, 5 chapters, http://subtitulos.es/show/439 absolute url, http://subtitulos.es/collision/ base url.
Inserted: Coma, 1 seasons, 2 chapters, http://subtitulos.es/show/1434 absolute url, http://subtitulos.es/coma/ base url.
Inserted: Combat Hospital, 1 seasons, 13 chapters, http://subtitulos.es/show/970 absolute url, http://subtitulos.es/combat-hospital/ base url.
Inserted: Come fly with me, 1 seasons, 6 chapters, http://subtitulos.es/show/783 absolute url, http://subtitulos.es/come-fly-with-me/ base url.
Inserted: Comedy Central Roast, 1 seasons, 5 chapters, http://subtitulos.es/show/1066 absolute url, http://subtitulos.es/comedy-central-roast/ base url.
Inserted: Comic Book Men, 3 seasons, 36 chapters, http://subtitulos.es/show/1247 absolute url, http://subtitulos.es/comic-book-men/ base url.
Inserted: Commander in Chief, 1 seasons, 1 chapters, http://subtitulos.es/show/1715 absolute url, http://subtitulos.es/commander-in-chief/ base url.
Inserted: Common Law, 1 seasons, 12 chapters, http://subtitulos.es/show/1330 absolute url, http://subtitulos.es/common-law/ base url.
Inserted: Community, 5 seasons, 97 chapters, http://subtitulos.es/show/367 absolute url, http://subtitulos.es/community/ base url.
Inserted: Complicit, 1 seasons, 1 chapters, http://subtitulos.es/show/1621 absolute url, http://subtitulos.es/complicit/ base url.
Inserted: Connections, 1 seasons, 7 chapters, http://subtitulos.es/show/1136 absolute url, http://subtitulos.es/connections/ base url.
Inserted: Constantine (2014), 1 seasons, 1 chapters, http://subtitulos.es/show/2130 absolute url, http://subtitulos.es/constantine-(2014)/ base url.
Inserted: Continuum, 3 seasons, 36 chapters, http://subtitulos.es/show/1336 absolute url, http://subtitulos.es/continuum/ base url.
Inserted: Copper, 2 seasons, 24 chapters, http://subtitulos.es/show/1416 absolute url, http://subtitulos.es/copper/ base url.
Inserted: Cosmos: A SpaceTime Odyssey, 1 seasons, 13 chapters, http://subtitulos.es/show/2015 absolute url, http://subtitulos.es/cosmos:-a-spacetime-odyssey/ base url.
Inserted: Cougar Town, 5 seasons, 87 chapters, http://subtitulos.es/show/380 absolute url, http://subtitulos.es/cougar-town/ base url.
Inserted: Count Arthur Strong, 1 seasons, 6 chapters, http://subtitulos.es/show/1755 absolute url, http://subtitulos.es/count-arthur-strong/ base url.
Inserted: Coupling, 3 seasons, 22 chapters, http://subtitulos.es/show/405 absolute url, http://subtitulos.es/coupling/ base url.
Inserted: Covert Affairs, 5 seasons, 65 chapters, http://subtitulos.es/show/625 absolute url, http://subtitulos.es/covert-affairs/ base url.
Inserted: Cowboy Bebop, 1 seasons, 2 chapters, http://subtitulos.es/show/1658 absolute url, http://subtitulos.es/cowboy-bebop/ base url.
Inserted: Cracked, 2 seasons, 21 chapters, http://subtitulos.es/show/1570 absolute url, http://subtitulos.es/cracked/ base url.
Inserted: Crash, 2 seasons, 26 chapters, http://subtitulos.es/show/98 absolute url, http://subtitulos.es/crash/ base url.
Inserted: Crash (UK), 1 seasons, 6 chapters, http://subtitulos.es/show/354 absolute url, http://subtitulos.es/crash-(uk)/ base url.
Inserted: Crime and punishment, 1 seasons, 2 chapters, http://subtitulos.es/show/1026 absolute url, http://subtitulos.es/crime-and-punishment/ base url.
Inserted: Criminal Justice, 1 seasons, 1 chapters, http://subtitulos.es/show/658 absolute url, http://subtitulos.es/criminal-justice/ base url.
Inserted: Criminal Minds, 6 seasons, 141 chapters, http://subtitulos.es/show/45 absolute url, http://subtitulos.es/criminal-minds/ base url.
Inserted: Criminal Minds: Suspect Behavior, 1 seasons, 13 chapters, http://subtitulos.es/show/849 absolute url, http://subtitulos.es/criminal-minds:-suspect-behavior/ base url.
Inserted: Crisis, 1 seasons, 13 chapters, http://subtitulos.es/show/1993 absolute url, http://subtitulos.es/crisis/ base url.
Inserted: Crooked House, 1 seasons, 3 chapters, http://subtitulos.es/show/151 absolute url, http://subtitulos.es/crooked-house/ base url.
Inserted: Crossbones, 1 seasons, 7 chapters, http://subtitulos.es/show/2100 absolute url, http://subtitulos.es/crossbones/ base url.
Inserted: Crossing Lines, 1 seasons, 9 chapters, http://subtitulos.es/show/1746 absolute url, http://subtitulos.es/crossing-lines/ base url.
Inserted: Crownies, 1 seasons, 1 chapters, http://subtitulos.es/show/2086 absolute url, http://subtitulos.es/crownies/ base url.
Inserted: Crusoe, 1 seasons, 13 chapters, http://subtitulos.es/show/95 absolute url, http://subtitulos.es/crusoe/ base url.
Inserted: CSI, 8 seasons, 145 chapters, http://subtitulos.es/show/47 absolute url, http://subtitulos.es/csi/ base url.
Inserted: CSI Miami, 6 seasons, 116 chapters, http://subtitulos.es/show/37 absolute url, http://subtitulos.es/csi-miami/ base url.
Inserted: CSI NY, 5 seasons, 105 chapters, http://subtitulos.es/show/14 absolute url, http://subtitulos.es/csi-ny/ base url.
Inserted: Cuckoo, 1 seasons, 4 chapters, http://subtitulos.es/show/1473 absolute url, http://subtitulos.es/cuckoo/ base url.
Inserted: Cult, 1 seasons, 13 chapters, http://subtitulos.es/show/1614 absolute url, http://subtitulos.es/cult/ base url.
Inserted: Cupid, 1 seasons, 7 chapters, http://subtitulos.es/show/229 absolute url, http://subtitulos.es/cupid/ base url.
Inserted: Curb your enthusiasm, 2 seasons, 21 chapters, http://subtitulos.es/show/386 absolute url, http://subtitulos.es/curb-your-enthusiasm/ base url.
Inserted: Da Vinci's Demons, 2 seasons, 18 chapters, http://subtitulos.es/show/1673 absolute url, http://subtitulos.es/da-vinci's-demons/ base url.
Inserted: Dads, 1 seasons, 18 chapters, http://subtitulos.es/show/1823 absolute url, http://subtitulos.es/dads/ base url.
Inserted: Dallas (2012), 3 seasons, 33 chapters, http://subtitulos.es/show/1348 absolute url, http://subtitulos.es/dallas-(2012)/ base url.
Inserted: Damages, 4 seasons, 46 chapters, http://subtitulos.es/show/139 absolute url, http://subtitulos.es/damages/ base url.
Inserted: Dance Academy, 3 seasons, 18 chapters, http://subtitulos.es/show/1340 absolute url, http://subtitulos.es/dance-academy/ base url.
Inserted: Dancing on the edge, 1 seasons, 6 chapters, http://subtitulos.es/show/1610 absolute url, http://subtitulos.es/dancing-on-the-edge/ base url.
Inserted: Danger 5, 1 seasons, 5 chapters, http://subtitulos.es/show/1271 absolute url, http://subtitulos.es/danger-5/ base url.
Inserted: Dangerous Lady, 1 seasons, 1 chapters, http://subtitulos.es/show/1397 absolute url, http://subtitulos.es/dangerous-lady/ base url.
Inserted: Dark Blue, 2 seasons, 20 chapters, http://subtitulos.es/show/322 absolute url, http://subtitulos.es/dark-blue/ base url.
Inserted: Dates, 1 seasons, 9 chapters, http://subtitulos.es/show/1739 absolute url, http://subtitulos.es/dates/ base url.
Inserted: Dating Rules from my future self, 1 seasons, 1 chapters, http://subtitulos.es/show/1414 absolute url, http://subtitulos.es/dating-rules-from-my-future-self/ base url.
Inserted: Day Break, 1 seasons, 1 chapters, http://subtitulos.es/show/390 absolute url, http://subtitulos.es/day-break/ base url.
Inserted: DCI Banks: Aftermath, 3 seasons, 9 chapters, http://subtitulos.es/show/719 absolute url, http://subtitulos.es/dci-banks:-aftermath/ base url.
Inserted: De Smaak Van De Keyser, 1 seasons, 1 chapters, http://subtitulos.es/show/1398 absolute url, http://subtitulos.es/de-smaak-van-de-keyser/ base url.
Inserted: Dead Boss, 1 seasons, 6 chapters, http://subtitulos.es/show/1353 absolute url, http://subtitulos.es/dead-boss/ base url.
Inserted: Dead Set, 1 seasons, 5 chapters, http://subtitulos.es/show/103 absolute url, http://subtitulos.es/dead-set/ base url.
Inserted: Deadbeat, 1 seasons, 3 chapters, http://subtitulos.es/show/2058 absolute url, http://subtitulos.es/deadbeat/ base url.
Inserted: Deadliest Catch, 2 seasons, 9 chapters, http://subtitulos.es/show/574 absolute url, http://subtitulos.es/deadliest-catch/ base url.
Inserted: Deadliest Warrior, 1 seasons, 1 chapters, http://subtitulos.es/show/541 absolute url, http://subtitulos.es/deadliest-warrior/ base url.
Inserted: Death Comes to Pemberley, 1 seasons, 3 chapters, http://subtitulos.es/show/1920 absolute url, http://subtitulos.es/death-comes-to-pemberley/ base url.
Inserted: Death Comes to Town, 1 seasons, 1 chapters, http://subtitulos.es/show/654 absolute url, http://subtitulos.es/death-comes-to-town/ base url.
Inserted: Death in Paradise, 3 seasons, 15 chapters, http://subtitulos.es/show/1118 absolute url, http://subtitulos.es/death-in-paradise/ base url.
Inserted: Death Valley, 1 seasons, 12 chapters, http://subtitulos.es/show/1038 absolute url, http://subtitulos.es/death-valley/ base url.
Inserted: Debtocracy, 1 seasons, 1 chapters, http://subtitulos.es/show/935 absolute url, http://subtitulos.es/debtocracy/ base url.
Inserted: Deception, 1 seasons, 11 chapters, http://subtitulos.es/show/1546 absolute url, http://subtitulos.es/deception/ base url.
Inserted: Defiance, 2 seasons, 19 chapters, http://subtitulos.es/show/1676 absolute url, http://subtitulos.es/defiance/ base url.
Inserted: Defying gravity, 1 seasons, 11 chapters, http://subtitulos.es/show/329 absolute url, http://subtitulos.es/defying-gravity/ base url.
